2878,2833,2782,2781,2765,2751,2748,2732,2724,2694,2694,2655,2645,2637,2607,2597,2592,2583,2560,2557,2555,2546,2542,2535,2527,2523,2518,2505,2504,2465,2463,2428,2354,2334,2321,2317,2313,2312,2304,2295,2286,2276,2274,2251,2243,2225,2222,2214,2185,2177,2175,2173,2164,2159,2156,2145,2140,2138,2138,2137,2135,2133,2123,2112,2112,2108,2101,2093,2062,2061,2048,2047,2105,2097,2076,2043,2029,2636,2589,2535,2444,2291,2323,2524,2587,2586,2578,2574,2573,2540,2537,2521,2515,2474,2470,2380,2331,2325,2314,2309,2258,2250,2212,2211,2196,2194,2183,2177,2137,2004
,1915,1906,1901,1891,1890,1867,1859,1852,1845,1842,1781,1771,1764,1747,1740,1732,1729,1722,1712,1674,1663,1650,1634,1607
,2732,2730,2747,2737,2751,2734,2741,2738,2729,2735,2799,2795,2760,2752,2760,2716,2734,2789,2717,2756,2721,2739,2752,2761,2728,2700,2763,2756,2771,2710,2726,2741,2704,2494,2596,2544,2535,2540,2598,2523,2559,2531,2606,2689,2617,2600,2672,2600,2623,2677,2666,2664,2683,2655,2631,2692,2826,2822,2851,2857,2840,2822,2803,2839,2700,2736,2717,2775,2792,2713,2701,2781,2725,2707,2769,2702,2705,2776,2792,2721,2747,2774,2701,2785,2717,2747,2778,2730,2748,2721,2747,2734,2719,2758,2704,2762,2701,2782,2764,2748,2747,2753,2700,2754,2701,2759,2782,2609,2654,2630,2642,2696,2632,2661,2643,2678,2678,2636,2645,2689,2609,2666,2648,2678,2632,2677,2672,2643,2683,2689,2673,2683,2695,2637,2679,2661,2691,2805,2800,2846,2851,2811,2811,2804,2852,2574,2563,2596,2597,2819,2828,2811,2829,2809,2824,2806,2829,2648,2768,2650,2627,2710,2702,2622,2656,2686,2627,2788,2638,2721,2657,2656,2771,2649,2703,2750,2673,2794,2644,2714,2748,2785,2661,2763,2691,2791,2673,2799,2695,2773,2768,2797,2707,2759,2650,2741,2632,2799,2688,2638,2771,2759,2666,2858,2654,2712,2840,2788,2729,2675,2805,2672,2681,2660,2867,2653,2648,2833,2624,2679,2815,2645,2661,2798,2661,2691,2656,2719,2719,2749,2771,2649,2667,2677,2706,2665,2624,2614,2637,2626,2632,2690,2638,2740,2798,2667,2735,2783,2788,2637,2736,2724,2739,2722,2713,2760,2682,2757,2637,2753,2613,2771,2806,2747,2620,2724,2725,2805,2666,2793,2747,2746,2637,2759,2730,2730,2774,2834,2590,2821,2850,2775,2774,2730,2747,2799,2630,2666,2840,2619,2701,2816,2832,2817,2730
,2400,2430,2419,2400,2415,2429,2435,2412,2422,2304,2321,2331,2319,2349,2320,2302,2360,2314,2342,2395,2372,2366,2359,2331,2320,2366,2325,2394,2383,2365,2330,2319,2377,2307,2300,2373,2359,2318,2354,2383,2357,2331,2302,2337,2374,2391,2332,2377,2319,2348,2324,2381,2365,2366,2360,2337,2354,2345,2394,2320,2337,2325,2320,2319,2314,2354,2349,2354,2371,2360,2359,2359,2348,2366,2386,2309,2348,2396,2302,2348,2389,2371,2376,2381,2392,2392,2383,2395,2426,2416,2434,2464,2406,2450,2444,2406,2401,2402,2475,2441,2429,2400,2406,2413,2440,2417,2463,2415,2481,2451,2417,2406,2447,2479,2404,2500,2521,2366,2366,2364,2364,2360,2360,2352,2354,2348,2348,2342,2343,2349,2343,2346,2348,2336,2337,2336,2324,2313,2313,2316,2308,2303,2296,2297,2296,2296,2295,2290,2296,2289,2286,2285,2285,2284,2285,2285,2283,2274,2261,2262,2267,2250,2257,2256,2213,2248,2233
